State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
FL,Ellenton,25th St E,34222.0,3.0,3.0,2145.0,240.0927738927739,0.1480945821854912,506100.0,2943.0,27.53641,-82.501976,514999.0
FL,Saint Cloud,Henley St,34771.0,4.0,4.0,2848.0,182.58426966292132,0.1899908172635445,518000.0,2957.0,28.252129,-81.22441,520000.0
FL,Sarasota,Golden Sage Dr,34238.0,3.0,2.0,1870.0,528.8770053475936,0.2558080808080808,,,27.201117,-82.44632,989000.0
FL,Sarasota,Long Shore Loop,34238.0,2.0,2.0,2296.0,374.3266550522648,0.16866391184573,,,27.257227,-82.45404,859454.0
FL,Winter Garden,Killarney Plz,34787.0,5.0,5.0,3345.0,202.68759342301945,0.2630165289256198,,,28.555437,-81.65659,677990.0
FL,Palmetto,Crestpoint Way,34221.0,3.0,4.0,2112.0,306.06534090909093,0.1838383838383838,651900.0,2995.0,27.614498,-82.51816,646410.0
FL,Ocala,SE 55th Ter,34480.0,5.0,4.0,2989.0,136.8350618936099,0.2399908172635445,375600.0,2700.0,29.088835,-82.05643,409000.0
FL,Palm Coast,Wembley Pl,32164.0,4.0,3.0,2299.0,204.39321444106133,0.2780073461891644,,,29.5459,-81.24123,469900.0
FL,Tampa,W San Juan St,33629.0,3.0,2.0,1299.0,461.1239414934565,0.1147842056932966,,,27.918669,-82.51701,599000.0
FL,Palm Beach Gardens,Edison Pl,33418.0,4.0,5.0,3922.0,381.1830698623152,0.1193985307621671,1487300.0,7500.0,26.876654,-80.11412,1495000.0
FL,Lake Worth,S North St,33460.0,2.0,1.0,1034.0,424.56479690522247,0.1549586776859504,438400.0,3200.0,26.609018,-80.05284,439000.0
FL,Punta Gorda,Palmetto St,33982.0,3.0,2.0,1685.0,266.46884272997033,0.15,,,26.79116,-81.732445,449000.0
FL,Spring Hill,Andromeda Way,34606.0,2.0,2.0,1090.0,261.3761467889908,0.0754,282100.0,1694.0,28.476196,-82.61027,284900.0
FL,Eustis,Deep Springs Loop,32736.0,5.0,6.0,4522.0,420.16806722689074,2.75,1874800.0,10889.0,28.857796,-81.553856,1900000.0
FL,Riverview,Tallowood Dr,33579.0,3.0,2.0,1585.0,220.18927444794951,0.1606978879706152,349000.0,2175.0,27.802244,-82.3148,349000.0
FL,Orlando,Harrison Ave,32804.0,5.0,3.0,2256.0,310.23936170212767,0.1720156106519743,,,28.570728,-81.38348,699900.0
FL,Sarasota,Octonia Pl,34238.0,3.0,3.0,2008.0,382.9681274900398,0.1984848484848485,765500.0,3999.0,27.24234,-82.45778,769000.0
FL,Orlando,Robin Rd,32814.0,3.0,3.0,2698.0,407.70941438102295,0.1515610651974288,,,28.56846,-81.335556,1100000.0
FL,Davenport,Oakwood St,33837.0,5.0,3.0,3182.0,152.1024512884978,0.129981634527089,,,28.173296,-81.63098,483990.0
FL,Milton,Grassy Rd,32583.0,3.0,3.0,2261.0,287.0411322423706,12.757,,,30.503448,-87.086174,649000.0
FL,Palm Coast,Cleveland Ct,32137.0,4.0,4.0,3642.0,326.74354750137286,0.3129935720844812,1172100.0,6036.0,29.591934,-81.20205,1190000.0
FL,Tampa,E Louisiana Ave,33603.0,3.0,2.0,1149.0,391.644908616188,0.1652892561983471,450900.0,2294.0,27.98963,-82.44642,450000.0
FL,Temple Terrace,Glencoe Dr,33617.0,3.0,2.0,1955.0,250.383631713555,0.2848484848484848,487800.0,2500.0,28.044008,-82.37174,489500.0
FL,Lakeland,Lawndale Rd,33801.0,4.0,2.0,1416.0,187.146186440678,0.1767906336088154,,,28.03469,-81.908424,264999.0
FL,Sarasota,E Scarlet Oak Ct,34232.0,3.0,2.0,1774.0,290.304396843292,0.1721763085399449,511800.0,2877.0,27.310467,-82.455185,515000.0
FL,Clermont,Pinnacle Ct,34711.0,2.0,2.0,1472.0,244.49728260869568,0.1678374655647383,,,28.548656,-81.69741,359900.0
FL,Daytona Beach,Lora St,32114.0,3.0,2.0,1500.0,206.66666666666663,0.2006427915518824,305700.0,2199.0,29.190523,-81.02499,310000.0
FL,Ruskin,Oak Pond St,33570.0,4.0,3.0,2555.0,170.6457925636008,0.1391873278236914,434700.0,2711.0,27.728924,-82.399826,436000.0
FL,Lithia,Goldenbark Pl,33547.0,4.0,3.0,2680.0,208.955223880597,0.1151056014692378,557300.0,3194.0,27.844526,-82.21584,560000.0
FL,Santa Rosa Beach,Crepe Myrtle Ln,32459.0,3.0,4.0,2303.0,347.3295701259227,0.11,796000.0,3399.0,30.393744,-86.28441,799900.0
FL,Jacksonville,ELWOOD AVE,32208.0,3.0,1.0,1125.0,97.7688888888889,0.27,,,30.379597,-81.659,109990.0
FL,Saint Augustine,INTRACOASTAL CIR,32095.0,3.0,2.0,1487.0,268.9307330195023,,403500.0,2195.0,29.980211,-81.36076,399900.0
FL,Green Cove Springs,SILVERADO CIR,32043.0,4.0,4.0,3051.0,130.9406751884628,,439100.0,2995.0,30.039902,-81.79236,399500.0
FL,Boca Raton,Tiffany Trace Dr,33487.0,4.0,3.0,2200.0,427.04545454545456,0.2191689623507805,937600.0,5500.0,26.417746,-80.104866,939500.0
FL,Orange City,Miller Rd,32724.0,2.0,1.0,840.0,297.6190476190476,0.3,247000.0,4559.0,29.030783,-81.280464,250000.0
FL,Port Orange,Southwinds Dr,32129.0,3.0,2.0,1635.0,211.0091743119266,0.21,342500.0,2199.0,29.145363,-81.031456,345000.0
FL,Palm Bay,Tavernier Cir NE,32905.0,3.0,2.0,1701.0,198.4126984126984,0.3,355800.0,2045.0,28.027477,-80.64809,337500.0
FL,Jacksonville,EMILIO LN,32226.0,3.0,2.0,1689.0,204.26287744227352,,345200.0,2017.0,30.464655,-81.5526,345000.0
FL,Satellite Beach,Cassia Blvd,32937.0,3.0,2.0,1476.0,243.90243902439025,0.19,433300.0,3200.0,28.1726,-80.59792,360000.0
FL,Panama City,Lawton Ct,32405.0,3.0,2.0,1663.0,180.33674082982563,0.24,,,30.202454,-85.67723,299900.0
FL,Brandon,Childers Loop,33511.0,4.0,3.0,2273.0,208.9749230092389,0.2754820936639118,475000.0,2695.0,27.929897,-82.27409,475000.0
FL,Tampa,S Dakota Ave,33606.0,3.0,4.0,3609.0,900.5264616237184,0.174931129476584,,,27.931147,-82.47556,3250000.0
FL,Apopka,Lexington Pkwy,32712.0,4.0,3.0,2701.0,206.21991854868568,0.3357667584940312,,,28.703205,-81.52654,557000.0
FL,New Port Richey,Tern Dr,34652.0,3.0,2.0,1973.0,202.23010643689813,0.2690541781450872,,,28.216066,-82.717094,399000.0
FL,Sun City Center,Pacific Dunes Dr,33573.0,2.0,2.0,1696.0,265.3301886792453,0.197704315886134,,,27.699478,-82.34665,450000.0
FL,Bradenton,Orlando Cir,34207.0,3.0,2.0,2052.0,218.32358674463936,0.2073002754820936,447000.0,3099.0,27.45577,-82.572395,448000.0
FL,Milton,Whisper Creek Blvd,32570.0,4.0,3.0,2294.0,174.14995640802093,0.2799999999999999,,,30.652721,-87.11931,399500.0
FL,Milton,New Abbey Ln,32583.0,3.0,2.0,2040.0,248.0392156862745,0.29,,,30.553034,-87.09463,506000.0
FL,Milton,Integrity Ct,32570.0,4.0,2.0,1852.0,156.0475161987041,0.12,,,30.652529,-87.128265,289000.0
FL,Lake Worth,Desert Inn Ter,33463.0,3.0,2.0,1478.0,365.35791610284167,0.1139807162534435,540300.0,3200.0,26.574203,-80.13346,539999.0
FL,Port Saint Lucie,SW Buswell Ave,34983.0,4.0,2.0,1806.0,262.73532668881506,0.2295684113865932,,1670.0,27.316603,-80.36579,474500.0
FL,South Daytona,Yale Rd,32119.0,2.0,1.0,810.0,302.4679012345679,0.2799999999999999,242000.0,1650.0,29.160025,-81.003914,244999.0
FL,Yulee,HILL VALLEY AVE,32097.0,4.0,2.0,1576.0,291.24365482233503,,,,30.653065,-81.58132,459000.0
FL,Palatka,BENHAM ST,32177.0,3.0,3.0,2057.0,121.53621779290228,0.32,248500.0,2199.0,29.649647,-81.65446,250000.0
FL,Yulee,DEL WEBB PKWY,32097.0,2.0,2.0,1728.0,317.9918981481481,0.147842056932966,547300.0,,30.635576,-81.63189,549490.0
FL,Floral City,E Ownbey Ct,34436.0,2.0,2.0,1524.0,242.1259842519685,3.6851,,,28.761492,-82.24683,369000.0
FL,Winter Haven,28th St NW,33881.0,3.0,1.0,988.0,201.92307692307693,0.2092056932966023,198600.0,1500.0,28.037523,-81.762115,199500.0
FL,Orlando,San Domingo Rd,32808.0,3.0,2.0,1443.0,200.27720027720028,0.1741965105601469,287500.0,1841.0,28.556345,-81.45374,289000.0
FL,Holiday,Chime Way,34690.0,3.0,2.0,1484.0,201.48247978436655,0.2362947658402203,,,28.182373,-82.7294,299000.0
FL,Winter Springs,View Point Pl,32708.0,4.0,3.0,2559.0,261.4302461899179,0.1797061524334251,669100.0,3572.0,28.703821,-81.26003,669000.0
FL,Deltona,E Cooper Dr,32725.0,2.0,2.0,1443.0,225.2252252252252,0.2909090909090909,324600.0,1998.0,28.919136,-81.237564,325000.0
FL,Winter Haven,Knollwood Dr,33881.0,3.0,1.0,960.0,327.6041666666667,0.4182047750229568,312800.0,1550.0,28.025955,-81.69326,314500.0
FL,Gibsonton,Grand Kempston Dr,33534.0,3.0,2.0,1388.0,229.8270893371758,0.1796831955922865,317900.0,2150.0,27.82822,-82.36537,319000.0
FL,Lithia,Halter Steer Rd,33547.0,5.0,3.0,2892.0,166.66320885200554,0.140495867768595,,,27.808142,-82.227394,481990.0
FL,Haines City,Towns Cir,33844.0,4.0,3.0,2631.0,151.6533637400228,0.1312901744719926,393200.0,2500.0,28.114471,-81.5811,399000.0
FL,Naples,Autumn Woods Blvd,34109.0,5.0,3.0,3400.0,430.88235294117646,0.19,,,26.218132,-81.784836,1465000.0
FL,Port Richey,Newton Dr,34668.0,3.0,2.0,1480.0,189.1216216216216,0.2909779614325068,278800.0,1895.0,28.300423,-82.67507,279900.0
FL,Tarpon Springs,River Oaks Dr,34689.0,3.0,2.0,1770.0,305.08474576271186,0.1611111111111111,539300.0,2580.0,28.164879,-82.74799,540000.0
FL,Ruskin,Windton Oak Dr,33570.0,3.0,2.0,1574.0,190.59656925031769,0.1193755739210284,299200.0,2149.0,27.709759,-82.42051,299999.0
FL,Boynton Beach,Mayfair Ln,33426.0,2.0,2.0,1154.0,311.0918544194108,0.1003213957759412,322600.0,2600.0,26.557896,-80.087296,359000.0
FL,Jacksonville,COASTAL COVE CIR,32224.0,3.0,3.0,1952.0,243.34016393442624,,500300.0,2562.0,30.281317,-81.493095,475000.0
FL,Green Cove Springs,RAVEN TRCE,32043.0,3.0,3.0,1714.0,201.85822637106185,0.1101928374655647,351000.0,1895.0,30.045208,-81.7608,345985.0
FL,Hawthorne,S County Road 325,32640.0,1.0,2.0,948.0,300.63291139240505,9.68,,,29.490795,-82.17306,285000.0
FL,Largo,Webley Dr,33771.0,3.0,2.0,1002.0,359.1816367265469,0.1567033976124885,360800.0,2299.0,27.918734,-82.75645,359900.0
FL,Naples,Stella Maris Dr S,34114.0,2.0,2.0,1364.0,447.2140762463343,0.0,602100.0,3705.0,25.956455,-81.50841,610000.0
FL,Panama City,Blue Heron Dr,32404.0,3.0,2.0,1901.0,183.06154655444504,0.5,330200.0,2500.0,30.137424,-85.50156,348000.0
FL,Pensacola,Saleta St,32534.0,4.0,2.0,1268.0,189.1955835962145,0.14,,,30.53843,-87.26564,239900.0
FL,Clearwater,59th Way N,33760.0,3.0,2.0,1832.0,286.5720524017467,0.1705922865013774,524200.0,2895.0,27.920958,-82.71752,525000.0
FL,Frostproof,S Lake Reedy Blvd,33843.0,3.0,2.0,1692.0,229.90543735224583,1.1103,385600.0,1804.0,27.733349,-81.471596,389000.0
FL,Belleview,SE 102nd Ave,34420.0,4.0,2.0,1835.0,149.80926430517712,0.2300045913682277,272900.0,1900.0,29.041573,-81.98384,274900.0
FL,Spring Hill,Obregan Dr,34610.0,7.0,3.0,3155.0,205.9904912836767,0.1805555555555555,,,28.338827,-82.50882,649900.0
FL,Lithia,Pasture Woods Pl,33547.0,5.0,3.0,3016.0,159.23076923076923,0.1616391184573002,,,27.806438,-82.2226,480240.0
FL,Clermont,Fitness St,34714.0,5.0,3.0,3332.0,184.1221488595438,0.1399908172635445,616100.0,3300.0,28.469051,-81.7033,613495.0
FL,Ocala,NE 5th Pl,34470.0,3.0,2.0,1534.0,159.71251629726206,0.3300045913682277,242800.0,1800.0,29.192148,-82.1108,244999.0
FL,Cape Coral,SW 5th Pl,33914.0,3.0,2.0,1247.0,272.5741780272654,0.23,,,26.588734,-81.986435,339900.0
FL,Jacksonville,SUZANNE DR,32218.0,3.0,2.0,1760.0,150.5681818181818,0.2044536271808999,265200.0,1745.0,30.439964,-81.63422,265000.0
FL,Lakeland,Fitzgerald Rd,33813.0,3.0,2.0,1624.0,215.51724137931035,0.3432047750229568,348300.0,2299.0,27.96739,-81.95446,350000.0
FL,Kissimmee,Southfork Dr,34744.0,5.0,3.0,2447.0,189.10298324478956,0.1262626262626262,,,28.264229,-81.35898,462735.0
FL,Punta Gorda,Cook Brown Rd,33982.0,1.0,1.0,840.0,2363.095238095238,39.0,1936800.0,1645.0,26.806355,-81.8059,1985000.0
FL,Cape Coral,Agualinda Blvd,33914.0,4.0,2.0,2146.0,204.98602050326187,0.23,,,26.57851,-82.01712,439900.0
FL,Alva,Windsor Way,33920.0,3.0,2.0,2237.0,241.39472507822975,0.201,,,26.7013,-81.68764,540000.0
FL,Jupiter,E River Park Dr,33477.0,3.0,2.0,1889.0,685.5479089465325,0.1320477502295684,1286500.0,9000.0,26.903584,-80.07026,1295000.0
FL,Delray Beach,Miramar Dr,33483.0,3.0,3.0,1394.0,1933.2855093256812,0.1541322314049587,2683500.0,13088.0,26.4599,-80.06019,2695000.0
FL,Port Saint Lucie,SW Empire St,34983.0,4.0,2.0,2108.0,227.7039848197344,0.2295684113865932,,,27.303236,-80.36521,480000.0
FL,Inlet Beach,Milestone Dr UNIT B,32461.0,3.0,3.0,1679.0,652.1739130434783,,,,30.30449,-86.065056,1095000.0
FL,Freeport,Muzzle St,32439.0,4.0,3.0,2442.0,286.24078624078624,0.2799999999999999,,2746.0,30.440432,-86.12314,699000.0
FL,Rockledge,Harvest Cir,32955.0,4.0,3.0,2619.0,189.00343642611685,0.13,,2175.0,28.293736,-80.71663,495000.0
FL,Jacksonville,CANCUN DR,32225.0,3.0,2.0,1513.0,264.37541308658297,,401400.0,2034.0,30.367184,-81.50097,400000.0
FL,Naples,11th Ct N,34102.0,3.0,2.0,1950.0,884.6153846153846,0.22,,,26.163746,-81.79473,1725000.0
FL,Panama City Beach,Hilltop Ave,32413.0,3.0,2.0,1431.0,479.3151642208246,0.12,,,30.261915,-85.96842,685900.0
FL,Oviedo,Ekana Dr,32765.0,3.0,2.0,1892.0,272.19873150105707,0.2465794306703397,,,28.641966,-81.16596,515000.0
FL,Riverview,Laurel Ledge Dr,33569.0,4.0,3.0,2321.0,219.25894011202067,0.1590909090909091,506900.0,2589.0,27.863888,-82.30257,508900.0
FL,Clermont,Fitness St,34714.0,5.0,3.0,3332.0,183.5219087635054,0.1399908172635445,633700.0,3691.0,28.468287,-81.70329,611495.0
FL,New Port Richey,Aspenwood Dr,34654.0,2.0,2.0,1226.0,163.0505709624796,0.1377869605142332,,,28.327744,-82.62013,199900.0
FL,Leesburg,Saint Andrews Arc,34748.0,3.0,3.0,2135.0,199.0632318501171,0.188475665748393,,,28.660374,-81.87593,425000.0
FL,Winter Park,Bessmor Rd,32789.0,5.0,3.0,2577.0,523.476911136981,0.1576446280991735,1342800.0,6269.0,28.621489,-81.33407,1349000.0
FL,Kissimmee,Naples Way,34758.0,3.0,2.0,1114.0,188.42010771992815,0.1769972451790633,,,28.173977,-81.48519,209900.0
FL,Parrish,Oak Hill Way,34219.0,5.0,3.0,2470.0,179.12955465587044,0.1996326905417814,,,27.582802,-82.41288,442450.0
FL,Port Saint Lucie,SW Aquila Way,34987.0,3.0,3.0,2351.0,223.30923011484475,0.1379935720844811,510300.0,3399.0,27.2501,-80.43056,525000.0
FL,Lake City,NW Auburn Pl,32055.0,3.0,3.0,2709.0,188.26135105204872,1.326,,,30.209726,-82.680046,510000.0
FL,Fort Myers,Harbour Ridge Dr,33908.0,3.0,2.0,1916.0,338.72651356993737,0.339,,,26.507193,-81.9772,649000.0
FL,Middleburg,HALL BOREE RD,32068.0,3.0,2.0,1736.0,368.66359447004606,,485400.0,1774.0,30.034664,-81.87775,640000.0
FL,Fort Walton Beach,Memorial Pkwy SW,32548.0,3.0,1.0,1014.0,256.4102564102564,0.26,257800.0,1849.0,30.411016,-86.63119,260000.0
FL,Jacksonville,CASSIA LN,32246.0,4.0,3.0,3053.0,343.59646249590566,,1034000.0,5750.0,30.300325,-81.47999,1049000.0
FL,Tampa,S 45th St,33619.0,2.0,1.0,1008.0,370.0396825396825,1.27,373100.0,1798.0,27.929995,-82.40706,373000.0
FL,Lakeland,Crystal Lake Dr,33801.0,3.0,2.0,1117.0,268.12891674127127,0.2323921028466483,,,28.02617,-81.93136,299500.0
FL,Bradenton,Haven Harbour Way,34212.0,3.0,3.0,2430.0,283.5390946502057,0.1556014692378328,685500.0,3294.0,27.506573,-82.45779,689000.0
FL,Winter Haven,Sandalwood Cir SW,33880.0,3.0,2.0,1164.0,256.8728522336769,0.1836088154269972,297600.0,1794.0,28.00565,-81.754074,299000.0
FL,Brooksville,Lisette Cir,34604.0,3.0,3.0,1810.0,190.60773480662985,0.1377,343500.0,2149.0,28.499294,-82.42816,345000.0
FL,Lutz,Meadowbridge Dr,33549.0,3.0,2.0,1300.0,307.61538461538464,0.1893939393939394,400000.0,1999.0,28.126078,-82.44064,399900.0
FL,Eustis,Virginia Ave,32726.0,3.0,1.0,1100.0,113.54545454545456,0.1155188246097337,,,28.85903,-81.66506,124900.0
FL,Pt Charlotte,Sunset Preserve Way,33953.0,4.0,3.0,2134.0,187.43673851921275,0.1205234159779614,,,27.009735,-82.17578,399990.0
FL,Wimauma,Blue Horizon Way,33598.0,3.0,2.0,1555.0,228.81028938906752,,,,27.670769,-82.3282,355800.0
FL,Palm Coast,Woodston Ln,32164.0,3.0,3.0,2308.0,224.87001733102247,0.3019972451790633,515700.0,2492.0,29.547567,-81.26076,519000.0
FL,Cape Coral,SW 17th Pl,33991.0,3.0,2.0,1997.0,350.47571357035554,0.23,,,26.617077,-82.01044,699900.0
FL,Hernando,E Brigadoon Ct,34442.0,2.0,2.0,1682.0,166.4655172413793,0.37,,,28.903257,-82.38174,279995.0
FL,Fort Myers,Paseo De Valencia St,33908.0,4.0,4.0,2936.0,272.4795640326976,0.183,793400.0,3999.0,26.515406,-81.90683,800000.0
FL,Jacksonville,LONGLEAF BRANCH DR,32222.0,3.0,2.0,1548.0,209.9483204134367,,313400.0,1994.0,30.217346,-81.826324,325000.0
FL,West Palm Beach,Mango Dr,33415.0,3.0,2.0,1424.0,365.1685393258427,0.2808080808080808,520200.0,2500.0,26.664442,-80.11643,520000.0
FL,Fort Pierce,N 12th St,34950.0,3.0,2.0,1870.0,187.11229946524065,0.1699954086317722,349100.0,2555.0,27.449928,-80.335945,349900.0
FL,Tampa,Canary Canyon Way,33647.0,4.0,3.0,2265.0,209.7130242825607,0.132001836547291,474000.0,2896.0,28.148155,-82.380104,475000.0
FL,Land O Lakes,Marbury Ct,34638.0,4.0,3.0,3525.0,205.67375886524823,0.4688246097337006,723500.0,4472.0,28.21173,-82.48391,725000.0
FL,Tampa,Park Green Dr,33611.0,4.0,4.0,2860.0,419.5804195804196,0.1501377410468319,1198600.0,5517.0,27.881903,-82.49695,1200000.0
FL,Ruskin,Citrus Lake Ct,33570.0,3.0,2.0,1310.0,244.19847328244276,0.0876951331496786,318800.0,2094.0,27.730776,-82.40941,319900.0
FL,Dunnellon,SW Shorewood Dr,34431.0,3.0,2.0,1123.0,178.0053428317008,0.61,,,29.128866,-82.52024,199900.0
FL,Hastings,W HARRIS ST UNIT A,32145.0,3.0,1.0,1052.0,47.52851711026616,0.2295684113865932,,1895.0,29.723713,-81.509415,50000.0
FL,Palm Harbor,Juniper Dr,34685.0,5.0,4.0,3574.0,276.7207610520425,0.2929981634527089,983100.0,4398.0,28.117556,-82.719505,989000.0
FL,Sarasota,Woodland Sage Dr,34238.0,4.0,2.0,1839.0,312.6699293094073,0.2135215794306703,571600.0,3658.0,27.198982,-82.45131,575000.0
FL,Melbourne,Trasona Dr,32940.0,3.0,3.0,2278.0,296.31255487269533,0.21,671500.0,4086.0,28.223904,-80.75049,675000.0
FL,Cape Coral,SW 22nd Ter,33991.0,3.0,2.0,1616.0,271.65841584158414,0.244,,,26.609692,-81.9984,439000.0
FL,Fort Lauderdale,NE 13th Ave,33301.0,3.0,2.0,1208.0,1117.549668874172,0.1790633608815427,1348600.0,8050.0,26.12926,-80.13013,1350000.0
FL,Ocala,NE 22nd Ct,34479.0,2.0,1.0,912.0,205.5921052631579,0.35,184900.0,1300.0,29.254745,-82.10675,187500.0
FL,Davenport,Via Bianca Dr,33896.0,4.0,3.0,2367.0,190.10984368398815,0.4081955922865014,447500.0,2900.0,28.258167,-81.64452,449990.0
FL,Wimauma,Blue Horizon Way,33598.0,4.0,2.0,1936.0,189.3595041322314,,,,27.670622,-82.32869,366600.0
FL,Bell,N Hwy 129,32619.0,2.0,1.0,828.0,193.1159420289855,2.88,,,29.807295,-82.8662,159900.0
FL,Boca Raton,Treble Ln,33498.0,4.0,3.0,2672.0,280.31437125748505,0.1420569329660238,748400.0,6399.0,26.39333,-80.21782,749000.0
FL,Palm Beach Gardens,Cardinal Ln,33410.0,5.0,5.0,2699.0,479.807336050389,0.2601928374655647,1288200.0,11999.0,26.878218,-80.06987,1295000.0
FL,Tallahassee,Wentworth Way,32311.0,4.0,4.0,2716.0,257.6951399116348,0.43,701200.0,4237.0,30.392761,-84.21263,699900.0
FL,Tampa,Flowerfield Dr,33615.0,3.0,3.0,2601.0,230.6328335255671,0.4995408631772268,,,28.020775,-82.57399,599876.0
FL,Clearwater,Cascade Ct,33761.0,3.0,2.0,2148.0,279.3296089385475,0.2142102846648301,599100.0,3399.0,28.018826,-82.71608,600000.0
FL,Windermere,Butler Bay Dr N,34786.0,5.0,5.0,4876.0,399.9179655455291,0.6704086317722682,1942100.0,9547.0,28.501131,-81.537056,1950000.0
FL,Tampa,Corrine St,33605.0,4.0,3.0,1861.0,380.9779688339602,0.1182277318640955,706200.0,2810.0,27.948866,-82.42682,709000.0
FL,Pt Charlotte,Sunset Preserve Way,33953.0,4.0,3.0,2289.0,181.73438182612492,0.1205234159779614,,,27.00995,-82.17591,415990.0
FL,Orlando,Overdale St,32825.0,4.0,2.0,1575.0,212.6984126984127,0.1859044995408632,335000.0,2475.0,28.563177,-81.26134,335000.0
FL,Naples,25th Pl SW,34116.0,4.0,3.0,2407.0,238.88658080598256,0.2299999999999999,,,26.179703,-81.71625,575000.0
FL,Venus,County Road 731,33960.0,3.0,3.0,2225.0,404.4943820224719,20.01,891300.0,3319.0,27.074675,-81.37302,900000.0
FL,Palm Harbor,Valencia Ln W,34684.0,4.0,2.0,2194.0,309.9361896080219,0.2426078971533517,677700.0,3300.0,28.06599,-82.733185,680000.0
FL,Wimauma,Blue Horizon Way,33598.0,4.0,2.0,1817.0,196.147495872317,,,,27.670645,-82.32874,356400.0
FL,Lakeland,Spring Ln,33811.0,3.0,2.0,1075.0,306.9767441860465,0.8895087235996327,328200.0,1650.0,27.944092,-82.03163,330000.0
FL,Dover,Ohara Pl,33527.0,3.0,2.0,2330.0,246.78111587982832,1.0,,,28.012842,-82.232735,575000.0
FL,Deland,Lake Gertie Rd,32720.0,3.0,2.0,1548.0,180.87855297157623,0.2513774104683196,277500.0,1949.0,29.051197,-81.30681,280000.0
FL,Punta Gorda,Alicante Dr,33955.0,4.0,2.0,1829.0,209.94532531437943,0.2167125803489439,,2094.0,26.79923,-82.02477,383990.0
FL,Rosemary Beach,Mala Way,32461.0,4.0,8.0,6018.0,830.8406447324693,0.11,5324600.0,25928.0,30.274576,-86.003105,4999999.0
FL,Daytona Beach,Loon Ct,32119.0,3.0,2.0,1720.0,209.3023255813953,0.1239669421487603,357600.0,2199.0,29.15106,-81.0495,360000.0
FL,Jacksonville,SOMERSET RD,32210.0,4.0,2.0,1782.0,154.2648709315376,,311900.0,1845.0,30.275682,-81.728645,274900.0
FL,Edgewater,Mango Tree Dr,32141.0,4.0,3.0,1680.0,205.3571428571429,0.2299999999999999,,,28.94606,-80.89772,345000.0
FL,Melbourne,Carriage Hill Rd,32940.0,5.0,3.0,2601.0,236.4475201845444,0.21,661900.0,3712.0,28.237968,-80.69968,615000.0
FL,Saint Johns,NAVIGATORS RD,32259.0,3.0,2.0,2490.0,353.1373493975904,0.1492194674012855,521700.0,2842.0,30.078184,-81.56935,879312.0
FL,Kissimmee,Maple Run,34744.0,3.0,2.0,1934.0,227.50775594622544,0.5068181818181818,,,28.344463,-81.25076,440000.0
FL,Seminole,141st St,33776.0,2.0,1.0,1025.0,311.219512195122,0.1697887970615243,315200.0,2800.0,27.859627,-82.83434,319000.0
FL,New Port Richey,Calera Dr,34652.0,2.0,2.0,1310.0,225.1908396946565,0.1292011019283746,293200.0,1745.0,28.21094,-82.71719,295000.0
FL,Pt Charlotte,Sol Preserve Dr,33953.0,3.0,2.0,1623.0,209.48243992606285,0.1205234159779614,,,27.010017,-82.1759,339990.0
FL,Saint Cloud,Songbird Cir,34773.0,2.0,2.0,1431.0,216.63172606568835,0.1100091827364554,308800.0,2191.0,28.203178,-81.13461,310000.0
FL,Cape Coral,NE 21st Ave,33909.0,3.0,2.0,1869.0,307.65115034777955,0.2379999999999999,,2400.0,26.658756,-81.92922,575000.0
FL,Cape Coral,SW Santa Barbara Pl,33991.0,3.0,3.0,2056.0,328.30739299610894,0.23,,,26.629335,-81.97555,675000.0
FL,Naples,Tarpon Bay Dr S #93,34119.0,3.0,2.0,1879.0,311.33581692389566,0.0,,4125.0,26.259947,-81.73758,585000.0
FL,Davie,W Oak Knoll Cir,33324.0,3.0,2.0,1806.0,442.1373200442968,0.2031221303948576,801400.0,3900.0,26.099194,-80.28103,798500.0
FL,Jacksonville,CEDAR FOREST DR N,32210.0,4.0,2.0,1385.0,144.4043321299639,,198900.0,1650.0,30.267576,-81.7354,200000.0
FL,Oviedo,Heirloom Rose Pl,32766.0,5.0,3.0,2410.0,255.18672199170123,0.2399908172635445,614400.0,2800.0,28.654617,-81.152794,615000.0
FL,Gainesville,NW 36th Ave,32606.0,4.0,2.0,1707.0,199.12126537785588,0.1899908172635445,,,29.686377,-82.4312,339900.0
FL,Tampa,Troy St,33610.0,3.0,2.0,1113.0,305.4806828391734,0.1090449954086317,338100.0,1991.0,27.98567,-82.41986,340000.0
FL,Venice,Benissimo Dr,34293.0,3.0,3.0,2440.0,381.1475409836066,0.254981634527089,925500.0,3888.0,27.056492,-82.3346,930000.0
FL,Inverness,La Salle Ave,34452.0,2.0,2.0,1349.0,159.37731653076352,0.22,212000.0,1594.0,28.82581,-82.32684,215000.0
FL,Deltona,Fairhaven St,32725.0,4.0,2.0,2074.0,166.34522661523627,0.2299999999999999,344800.0,2299.0,28.91031,-81.2616,345000.0
FL,Pinellas Park,51st St N,33781.0,2.0,1.0,804.0,334.5771144278607,0.1329889807162534,267900.0,1900.0,27.837013,-82.70324,269000.0
FL,Nokomis,Banyan Dr,34275.0,3.0,3.0,3284.0,974.42143727162,0.3805096418732782,,,27.114145,-82.45208,3200000.0
FL,Saint Petersburg,34th Ave N,33704.0,4.0,3.0,1593.0,458.19209039548025,0.1356519742883379,,,27.803286,-82.64167,729900.0
